event,time
Parte 1,20:53:47
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,20:53:50
Parte 3,20:54:00
Checkbox Selected: Falso,20:54:00
Checkbox Selected: Falso,20:54:01
Checkbox Selected: Verdadero,20:54:03
Parte 4,20:54:10
Correct Answer Selected: print(729),20:54:10
Parte 5,20:54:16
Checkbox Selected: comillas '' ,20:54:16

Parte 1,19:38:34
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,19:38:36
Parte 3,19:38:44
Checkbox Selected: Falso,19:38:44
Checkbox Selected: Verdadero,19:38:47
Checkbox Selected: Verdadero,19:38:52
Parte 4,20:41:49
Correct Answer Selected: print(729),20:41:49
Parte 5,20:41:58
Checkbox Selected: comillas '' ,20:41:58

Parte 1,15:28:19
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,15:28:19
Parte 3,15:28:25
Checkbox Selected: Verdadero,15:28:25
Parte 4,15:28:31
Correct Answer Selected: print(729),15:28:31
Parte 5,15:28:36
Checkbox Selected: comillas '' ,15:28:36

Parte 1,15:32:31
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,15:32:31
Parte 3,15:32:39
Checkbox Selected: Verdadero,15:32:39
Parte 4,15:32:44
Correct Answer Selected: print(729),15:32:44
Parte 5,15:32:49
Checkbox Selected: comillas '' ,15:32:49

Parte 1,16:00:07
Checkbox Selected: Un lenguaje utilizado por los humanos para comunicarse con las maquinas.,16:00:07
Parte 3,16:00:14
Checkbox Selected: Verdadero,16:00:14
Parte 4,16:00:18
Correct Answer Selected: print(729),16:00:18
Parte 5,16:00:23
Checkbox Selected: comillas '' ,16:00:23

