event,time
Parte 1,01:25:12
Checkbox Selected: True,01:25:19
Parte 2,01:25:20
Checkbox Selected: Las declaraciones dentro de ella,01:25:28
Parte 3,01:25:29
Checkbox Selected: Cinco,01:25:40
Parte 4,01:25:40
Checkbox Selected: if,01:25:47
Parte 5,01:25:48
Checkbox Selected: 3,01:26:05
Parte 6,01:26:06
Parte 7,01:26:10
Checkbox Selected: ab,01:26:28

Parte 1,23:06:53
Checkbox Selected: True,23:07:03
Parte 2,23:07:03
Checkbox Selected: Las declaraciones dentro de ella,23:07:17
Parte 3,23:07:17
Checkbox Selected: Cinco,23:07:29
Parte 4,23:07:30
Checkbox Selected: if,23:07:57
Parte 5,23:07:57
Checkbox Selected: 3,23:10:03
Parte 6,23:10:03
Parte 7,23:10:47
Parte 6,23:10:54
Parte 7,23:11:04
Checkbox Selected: ab,23:11:36

